,index,year,name,category,result,score
3926,15,1983,Meryl Streep,actress,W,5.0
3927,16,1983,Julie Andrews,actress,N,0.2
3928,17,1983,Jessica Lange,actress,N,0.2
3929,18,1983,Sissy Spacek,actress,N,0.2
3930,19,1983,Debra Winger,actress,N,0.2
3941,30,1983,John Briley,screenplay,W,5.0
3942,31,1983,Barry Levinson,screenplay,N,0.1
3943,32,1983,Melissa Mathison,screenplay,N,0.1
3944,33,1983,Douglas Day Stewart,screenplay,N,0.1
3945,34,1983,Larry Gelbart,screenplay,N,0.1
3946,35,1983,Costa-Gavras,screenplay,W,5.0
3947,36,1983,Wolfgang Petersen,screenplay,N,0.1
3948,37,1983,Alan J. Pakula,screenplay,N,0.1
3949,38,1983,David Mamet,screenplay,N,0.1
3950,39,1983,Blake Edwards,screenplay,N,0.1
3995,0,1984,James L. Brooks,picture,W,5.0
3996,1,1984,Michael Shamberg,picture,N,0.2
3997,2,1984,Peter Yates,picture,N,0.2
3998,3,1984,Robert Chartoff,picture,N,0.2
3999,4,1984,"Philip S. Hobel, producer",picture,N,0.2
4000,5,1984,James L. Brooks,director,W,5.0
4001,6,1984,Peter Yates,director,N,0.2
4002,7,1984,Ingmar Bergman,director,N,0.2
4003,8,1984,Mike Nichols,director,N,0.2
4004,9,1984,Bruce Beresford,director,N,0.2
4015,20,1984,Jack Nicholson,s_actor,W,5.0
4016,21,1984,Charles Durning,s_actor,N,0.2
4017,22,1984,John Lithgow,s_actor,N,0.2
4018,23,1984,Sam Shepard,s_actor,N,0.2
4019,24,1984,Rip Torn,s_actor,N,0.2
4020,25,1984,Linda Hunt,s_actress,W,5.0
4021,26,1984,Cher,s_actress,N,0.2
4022,27,1984,Glenn Close,s_actress,N,0.2
4023,28,1984,Amy Irving,s_actress,N,0.2
4024,29,1984,Alfre Woodard,s_actress,N,0.2
4005,10,1984,Robert Duvall,actor,W,5.0
4006,11,1984,Michael Caine,actor,N,0.2
4007,12,1984,Tom Conti,actor,N,0.2
4008,13,1984,Tom Courtenay,actor,N,0.2
4009,14,1984,Albert Finney,actor,N,0.2
4010,15,1984,Shirley MacLaine,actress,W,5.0
4011,16,1984,Jane Alexander,actress,N,0.2
4012,17,1984,Meryl Streep,actress,N,0.2
4013,18,1984,Julie Walters,actress,N,0.2
4014,19,1984,Debra Winger,actress,N,0.2
4025,30,1984,Horton Foote,screenplay,W,5.0
4026,31,1984,Lawrence Kasdan,screenplay,N,0.1
4027,32,1984,Ingmar Bergman,screenplay,N,0.1
4028,33,1984,Nora Ephron,screenplay,N,0.1
4029,34,1984,Lawrence Lasker,screenplay,N,0.1
4030,35,1984,James L. Brooks,screenplay,W,5.0
4031,36,1984,Harold Pinter,screenplay,N,0.1
4032,37,1984,Ronald Harwood,screenplay,N,0.1
4033,38,1984,Willy Russell,screenplay,N,0.1
4034,39,1984,Julius J. Epstein,screenplay,N,0.1
4075,0,1985,Saul Zaentz,picture,W,5.0
4076,1,1985,David Puttnam,picture,N,0.2
4077,2,1985,John Brabourne,picture,N,0.2
4078,3,1985,"Arlene Donovan, producer",picture,N,0.2
4079,4,1985,Norman Jewison,picture,N,0.2
4080,5,1985,Miloš Forman,director,W,5.0
4081,6,1985,Woody Allen,director,N,0.2
4082,7,1985,Roland Joffé,director,N,0.2
4083,8,1985,David Lean,director,N,0.2
4084,9,1985,Robert Benton,director,N,0.2
4097,22,1985,Haing S. Ngor,s_actor,W,3.0
4098,23,1985,Dith Pran,s_actor,W,3.0
4099,24,1985,Adolph Caesar,s_actor,N,0.16666666666666666
4100,25,1985,John Malkovich,s_actor,N,0.16666666666666666
4101,26,1985,Pat Morita,s_actor,N,0.16666666666666666
4102,27,1985,Ralph Richardson,s_actor,N,0.16666666666666666
4103,28,1985,Peggy Ashcroft,s_actress,W,5.0
4104,29,1985,Glenn Close,s_actress,N,0.2
4105,30,1985,Lindsay Crouse,s_actress,N,0.2
4106,31,1985,Christine Lahti,s_actress,N,0.2
4107,32,1985,Geraldine Page,s_actress,N,0.2
4085,10,1985,F. Murray Abraham,actor,W,3.0
4086,11,1985,Antonio Salieri,actor,W,3.0
4087,12,1985,Jeff Bridges,actor,N,0.16666666666666666
4088,13,1985,Albert Finney,actor,N,0.16666666666666666
4089,14,1985,Tom Hulce,actor,N,0.16666666666666666
4090,15,1985,Sam Waterston,actor,N,0.16666666666666666
4091,16,1985,Sally Field,actress,W,3.0
4092,17,1985,as Edna Spalding,actress,W,3.0
4093,18,1985,Judy Davis,actress,N,0.16666666666666666
4094,19,1985,Jessica Lange,actress,N,0.16666666666666666
4095,20,1985,Vanessa Redgrave,actress,N,0.16666666666666666
4096,21,1985,Sissy Spacek,actress,N,0.16666666666666666
4108,33,1985,Robert Benton,screenplay,W,3.6666666666666665
4109,34,1985,Daniel Petrie Jr.,screenplay,N,0.09090909090909091
4110,35,1985,Woody Allen,screenplay,N,0.09090909090909091
4111,36,1985,Gregory Nava,screenplay,N,0.09090909090909091
4112,37,1985,Lowell Ganz,screenplay,N,0.09090909090909091
4113,38,1985,Peter Shaffer,screenplay,W,3.6666666666666665
4114,39,1985,based on his play,screenplay,W,3.6666666666666665
4115,40,1985,P.H. Vazak,screenplay,N,0.09090909090909091
4116,41,1985,Bruce Robinson,screenplay,N,0.09090909090909091
4117,42,1985,David Lean,screenplay,N,0.09090909090909091
4118,43,1985,Charles Fuller,screenplay,N,0.09090909090909091
4160,0,1986,Sydney Pollack,picture,W,5.0
4161,1,1986,Steven Spielberg,picture,N,0.2
4162,2,1986,David Weisman,picture,N,0.2
4163,3,1986,John Foreman,picture,N,0.2
4164,4,1986,Edward S. Feldman,picture,N,0.2
4165,5,1986,Sydney Pollack,director,W,5.0
4166,6,1986,Héctor Babenco,director,N,0.2
4167,7,1986,John Huston,director,N,0.2
4168,8,1986,Akira Kurosawa,director,N,0.2
4169,9,1986,Peter Weir,director,N,0.2
4180,20,1986,Don Ameche,s_actor,W,5.0
4181,21,1986,Klaus Maria Brandauer,s_actor,N,0.2
4182,22,1986,William Hickey,s_actor,N,0.2
4183,23,1986,Robert Loggia,s_actor,N,0.2
4184,24,1986,Eric Roberts,s_actor,N,0.2
4185,25,1986,Anjelica Huston,s_actress,W,5.0
4186,26,1986,Margaret Avery,s_actress,N,0.2
4187,27,1986,Amy Madigan,s_actress,N,0.2
4188,28,1986,Meg Tilly,s_actress,N,0.2
4189,29,1986,Oprah Winfrey,s_actress,N,0.2
4170,10,1986,William Hurt,actor,W,5.0
4171,11,1986,Harrison Ford,actor,N,0.2
4172,12,1986,James Garner,actor,N,0.2
4173,13,1986,Jack Nicholson,actor,N,0.2
4174,14,1986,Jon Voight,actor,N,0.2
4175,15,1986,Geraldine Page,actress,W,5.0
4176,16,1986,Anne Bancroft,actress,N,0.2
4177,17,1986,Whoopi Goldberg,actress,N,0.2
4178,18,1986,Jessica Lange,actress,N,0.2
4179,19,1986,Meryl Streep,actress,N,0.2
4190,30,1986,Earl W. Wallace,screenplay,W,5.0
4191,31,1986,Robert Zemeckis,screenplay,N,0.1
4192,32,1986,Terry Gilliam,screenplay,N,0.1
4193,33,1986,Luis Puenzo,screenplay,N,0.1
4194,34,1986,Woody Allen,screenplay,N,0.1
4195,35,1986,Kurt Luedtke,screenplay,W,5.0
4196,36,1986,Menno Meyjes,screenplay,N,0.1
4197,37,1986,Leonard Schrader,screenplay,N,0.1
4198,38,1986,Richard Condon,screenplay,N,0.1
4199,39,1986,Horton Foote,screenplay,N,0.1
4241,0,1987,Arnold Kopelson,picture,W,5.0
4242,1,1987,Burt Sugarman,picture,N,0.2
4243,2,1987,Robert Greenhut,picture,N,0.2
4244,3,1987,Fernando Ghia,picture,N,0.2
4245,4,1987,Ismail Merchant,picture,N,0.2
4246,5,1987,Oliver Stone,director,W,5.0
4247,6,1987,David Lynch,director,N,0.2
4248,7,1987,Woody Allen,director,N,0.2
4249,8,1987,Roland Joffé,director,N,0.2
4250,9,1987,James Ivory,director,N,0.2
4261,20,1987,Michael Caine,s_actor,W,5.0
4262,21,1987,Tom Berenger,s_actor,N,0.2
4263,22,1987,Willem Dafoe,s_actor,N,0.2
4264,23,1987,Denholm Elliott,s_actor,N,0.2
4265,24,1987,Dennis Hopper,s_actor,N,0.2
4266,25,1987,Dianne Wiest,s_actress,W,5.0
4267,26,1987,Tess Harper,s_actress,N,0.2
4268,27,1987,Piper Laurie,s_actress,N,0.2
4269,28,1987,Mary Elizabeth Mastrantonio,s_actress,N,0.2
4270,29,1987,Maggie Smith,s_actress,N,0.2
4251,10,1987,Paul Newman,actor,W,5.0
4252,11,1987,Dexter Gordon,actor,N,0.2
4253,12,1987,Bob Hoskins,actor,N,0.2
4254,13,1987,William Hurt,actor,N,0.2
4255,14,1987,James Woods,actor,N,0.2
4256,15,1987,Marlee Matlin,actress,W,5.0
4257,16,1987,Jane Fonda,actress,N,0.2
4258,17,1987,Sissy Spacek,actress,N,0.2
4259,18,1987,Kathleen Turner,actress,N,0.2
4260,19,1987,Sigourney Weaver,actress,N,0.2
4271,30,1987,Woody Allen,screenplay,W,5.0
4272,31,1987,Paul Hogan,screenplay,N,0.1
4273,32,1987,Hanif Kureishi,screenplay,N,0.1
4274,33,1987,Oliver Stone,screenplay,N,0.1
4275,34,1987,Oliver Stone,screenplay,N,0.1
4276,35,1987,Ruth Prawer Jhabvala,screenplay,W,5.0
4277,36,1987,Mark Medoff,screenplay,N,0.1
4278,37,1987,Richard Price,screenplay,N,0.1
4279,38,1987,Beth Henley,screenplay,N,0.1
4280,39,1987,Bruce A. Evans,screenplay,N,0.1
4322,0,1988,Jeremy Thomas,picture,W,5.0
4323,1,1988,James L. Brooks,picture,N,0.2
4324,2,1988,Stanley R. Jaffe,picture,N,0.2
4325,3,1988,John Boorman,picture,N,0.2
4326,4,1988,Norman Jewison,picture,N,0.2
4327,5,1988,Bernardo Bertolucci,director,W,5.0
4328,6,1988,Adrian Lyne,director,N,0.2
4329,7,1988,John Boorman,director,N,0.2
4330,8,1988,Norman Jewison,director,N,0.2
4331,9,1988,Lasse Hallström,director,N,0.2
4342,20,1988,Sean Connery,s_actor,W,5.0
4343,21,1988,Albert Brooks,s_actor,N,0.2
4344,22,1988,Morgan Freeman,s_actor,N,0.2
4345,23,1988,Vincent Gardenia,s_actor,N,0.2
4346,24,1988,Denzel Washington,s_actor,N,0.2
4347,25,1988,Olympia Dukakis,s_actress,W,5.0
4348,26,1988,Norma Aleandro,s_actress,N,0.2
4349,27,1988,Anne Archer,s_actress,N,0.2
4350,28,1988,Anne Ramsey,s_actress,N,0.2
4351,29,1988,Ann Sothern,s_actress,N,0.2
4332,10,1988,Michael Douglas,actor,W,5.0
4333,11,1988,William Hurt,actor,N,0.2
4334,12,1988,Marcello Mastroianni,actor,N,0.2
4335,13,1988,Jack Nicholson,actor,N,0.2
4336,14,1988,Robin Williams,actor,N,0.2
4337,15,1988,Cher,actress,W,5.0
4338,16,1988,Glenn Close,actress,N,0.2
4339,17,1988,Holly Hunter,actress,N,0.2
4340,18,1988,Sally Kirkland,actress,N,0.2
4341,19,1988,Meryl Streep,actress,N,0.2
4352,30,1988,John Patrick Shanley,screenplay,W,5.0
4353,31,1988,Louis Malle,screenplay,N,0.1
4354,32,1988,James L. Brooks,screenplay,N,0.1
4355,33,1988,John Boorman,screenplay,N,0.1
4356,34,1988,Woody Allen,screenplay,N,0.1
4357,35,1988,Mark Peploe,screenplay,W,5.0
4358,36,1988,Tony Huston,screenplay,N,0.1
4359,37,1988,James Dearden,screenplay,N,0.1
4360,38,1988,Stanley Kubrick,screenplay,N,0.1
4361,39,1988,Lasse Hallström,screenplay,N,0.1
4399,0,1989,Mark Johnson,picture,W,5.0
4400,1,1989,Lawrence Kasdan,picture,N,0.2
4401,2,1989,Norma Heyman,picture,N,0.2
4402,3,1989,Frederick Zollo,picture,N,0.2
4403,4,1989,Douglas Wick,picture,N,0.2
4404,5,1989,Barry Levinson,director,W,5.0
4405,6,1989,Charles Crichton,director,N,0.2
4406,7,1989,Martin Scorsese,director,N,0.2
4407,8,1989,Alan Parker,director,N,0.2
4408,9,1989,Mike Nichols,director,N,0.2
4419,20,1989,Kevin Kline,s_actor,W,5.0
4420,21,1989,Alec Guinness,s_actor,N,0.2
4421,22,1989,Martin Landau,s_actor,N,0.2
4422,23,1989,River Phoenix,s_actor,N,0.2
4423,24,1989,Dean Stockwell,s_actor,N,0.2
4424,25,1989,Geena Davis,s_actress,W,5.0
4425,26,1989,Joan Cusack,s_actress,N,0.2
4426,27,1989,Frances McDormand,s_actress,N,0.2
4427,28,1989,Michelle Pfeiffer,s_actress,N,0.2
4428,29,1989,Sigourney Weaver,s_actress,N,0.2
4409,10,1989,Dustin Hoffman,actor,W,5.0
4410,11,1989,Gene Hackman,actor,N,0.2
4411,12,1989,Tom Hanks,actor,N,0.2
4412,13,1989,Edward James Olmos,actor,N,0.2
4413,14,1989,Max von Sydow,actor,N,0.2
4414,15,1989,Jodie Foster,actress,W,5.0
4415,16,1989,Glenn Close,actress,N,0.2
4416,17,1989,Melanie Griffith,actress,N,0.2
4417,18,1989,Meryl Streep,actress,N,0.2
4418,19,1989,Sigourney Weaver,actress,N,0.2
4429,30,1989,Ronald Bass,screenplay,W,5.0
4430,31,1989,Gary Ross,screenplay,N,0.1
4431,32,1989,Ron Shelton,screenplay,N,0.1
4432,33,1989,John Cleese,screenplay,N,0.1
4433,34,1989,Naomi Foner,screenplay,N,0.1
4434,35,1989,Christopher Hampton,screenplay,W,5.0
4435,36,1989,Frank Galati,screenplay,N,0.1
4436,37,1989,Anna Hamilton Phelan,screenplay,N,0.1
4437,38,1989,Christine Edzard,screenplay,N,0.1
4438,39,1989,Jean-Claude Carrière,screenplay,N,0.1
4478,0,1990,Richard D. Zanuck,picture,W,5.0
4479,1,1990,A. Kitman Ho,picture,N,0.2
4480,2,1990,Steven Haft,picture,N,0.2
4481,3,1990,Lawrence Gordon,picture,N,0.2
4482,4,1990,Noel Pearson,picture,N,0.2
4483,5,1990,Oliver Stone,director,W,5.0
4484,6,1990,Woody Allen,director,N,0.2
4485,7,1990,Peter Weir,director,N,0.2
4486,8,1990,Kenneth Branagh,director,N,0.2
4487,9,1990,Jim Sheridan,director,N,0.2
4498,20,1990,Denzel Washington,s_actor,W,5.0
4499,21,1990,Danny Aiello,s_actor,N,0.2
4500,22,1990,Dan Aykroyd,s_actor,N,0.2
4501,23,1990,Marlon Brando,s_actor,N,0.2
4502,24,1990,Martin Landau,s_actor,N,0.2
4503,25,1990,Brenda Fricker,s_actress,W,5.0
4504,26,1990,Anjelica Huston,s_actress,N,0.2
4505,27,1990,Lena Olin,s_actress,N,0.2
4506,28,1990,Julia Roberts,s_actress,N,0.2
4507,29,1990,Dianne Wiest,s_actress,N,0.2
4488,10,1990,Daniel Day-Lewis,actor,W,5.0
4489,11,1990,Kenneth Branagh,actor,N,0.2
4490,12,1990,Tom Cruise,actor,N,0.2
4491,13,1990,Morgan Freeman,actor,N,0.2
4492,14,1990,Robin Williams,actor,N,0.2
4493,15,1990,Jessica Tandy,actress,W,5.0
4494,16,1990,Isabelle Adjani,actress,N,0.2
4495,17,1990,Pauline Collins,actress,N,0.2
4496,18,1990,Jessica Lange,actress,N,0.2
4497,19,1990,Michelle Pfeiffer,actress,N,0.2
4508,30,1990,Tom Schulman,screenplay,W,5.0
4509,31,1990,Woody Allen,screenplay,N,0.1
4510,32,1990,Spike Lee,screenplay,N,0.1
4511,33,1990,Steven Soderbergh,screenplay,N,0.1
4512,34,1990,Nora Ephron,screenplay,N,0.1
4513,35,1990,Alfred Uhry,screenplay,W,5.0
4514,36,1990,Oliver Stone,screenplay,N,0.1
4515,37,1990,Roger L. Simon,screenplay,N,0.1
4516,38,1990,Phil Alden Robinson,screenplay,N,0.1
4517,39,1990,Jim Sheridan,screenplay,N,0.1
4559,0,1991,Jim Wilson,picture,W,5.0
4560,1,1991,Walter Parkes,picture,N,0.2
4561,2,1991,"Lisa Weinstein, producer",picture,N,0.2
4562,3,1991,Francis Ford Coppola,picture,N,0.2
4563,4,1991,Irwin Winkler,picture,N,0.2
4564,5,1991,Kevin Costner,director,W,5.0
4565,6,1991,Francis Ford Coppola,director,N,0.2
4566,7,1991,Martin Scorsese,director,N,0.2
4567,8,1991,Stephen Frears,director,N,0.2
4568,9,1991,Barbet Schroeder,director,N,0.2
4579,20,1991,Joe Pesci,s_actor,W,5.0
4580,21,1991,Bruce Davison,s_actor,N,0.2
4581,22,1991,Andy García,s_actor,N,0.2
4582,23,1991,Graham Greene,s_actor,N,0.2
4583,24,1991,Al Pacino,s_actor,N,0.2
4584,25,1991,Whoopi Goldberg,s_actress,W,5.0
4585,26,1991,Annette Bening,s_actress,N,0.2
4586,27,1991,Lorraine Bracco,s_actress,N,0.2
4587,28,1991,Diane Ladd,s_actress,N,0.2
4588,29,1991,Mary McDonnell,s_actress,N,0.2
4569,10,1991,Jeremy Irons,actor,W,5.0
4570,11,1991,Kevin Costner,actor,N,0.2
4571,12,1991,Robert De Niro,actor,N,0.2
4572,13,1991,Gérard Depardieu,actor,N,0.2
4573,14,1991,Richard Harris,actor,N,0.2
4574,15,1991,Kathy Bates,actress,W,5.0
4575,16,1991,Anjelica Huston,actress,N,0.2
4576,17,1991,Julia Roberts,actress,N,0.2
4577,18,1991,Meryl Streep,actress,N,0.2
4578,19,1991,Joanne Woodward,actress,N,0.2
4589,30,1991,Bruce Joel Rubin,screenplay,W,5.0
4590,31,1991,Woody Allen,screenplay,N,0.1
4591,32,1991,Barry Levinson,screenplay,N,0.1
4592,33,1991,Peter Weir,screenplay,N,0.1
4593,34,1991,Whit Stillman,screenplay,N,0.1
4594,35,1991,Michael Blake,screenplay,W,5.0
4595,36,1991,Steven Zaillian,screenplay,N,0.1
4596,37,1991,Nicholas Pileggi,screenplay,N,0.1
4597,38,1991,Donald E. Westlake,screenplay,N,0.1
4598,39,1991,Nicholas Kazan,screenplay,N,0.1
4637,0,1992,Edward Saxon,picture,W,5.0
4638,1,1992,Don Hahn,picture,N,0.2
4639,2,1992,Mark Johnson,picture,N,0.2
4640,3,1992,A. Kitman Ho,picture,N,0.2
4641,4,1992,Barbra Streisand,picture,N,0.2
4642,5,1992,Jonathan Demme,director,W,5.0
4643,6,1992,John Singleton,director,N,0.2
4644,7,1992,Barry Levinson,director,N,0.2
4645,8,1992,Oliver Stone,director,N,0.2
4646,9,1992,Ridley Scott,director,N,0.2
4657,20,1992,Jack Palance,s_actor,W,5.0
4658,21,1992,Tommy Lee Jones,s_actor,N,0.2
4659,22,1992,Harvey Keitel,s_actor,N,0.2
4660,23,1992,Ben Kingsley,s_actor,N,0.2
4661,24,1992,Michael Lerner,s_actor,N,0.2
4662,25,1992,Mercedes Ruehl,s_actress,W,5.0
4663,26,1992,Diane Ladd,s_actress,N,0.2
4664,27,1992,Juliette Lewis,s_actress,N,0.2
4665,28,1992,Kate Nelligan,s_actress,N,0.2
4666,29,1992,Jessica Tandy,s_actress,N,0.2
4647,10,1992,Anthony Hopkins,actor,W,5.0
4648,11,1992,Warren Beatty,actor,N,0.2
4649,12,1992,Robert De Niro,actor,N,0.2
4650,13,1992,Nick Nolte,actor,N,0.2
4651,14,1992,Robin Williams,actor,N,0.2
4652,15,1992,Jodie Foster,actress,W,5.0
4653,16,1992,Geena Davis,actress,N,0.2
4654,17,1992,Laura Dern,actress,N,0.2
4655,18,1992,Bette Midler,actress,N,0.2
4656,19,1992,Susan Sarandon,actress,N,0.2
4667,30,1992,Callie Khouri,screenplay,W,5.0
4668,31,1992,John Singleton,screenplay,N,0.1
4669,32,1992,James Toback,screenplay,N,0.1
4670,33,1992,Richard LaGravenese,screenplay,N,0.1
4671,34,1992,Lawrence Kasdan,screenplay,N,0.1
4672,35,1992,Ted Tally,screenplay,W,5.0
4673,36,1992,Agnieszka Holland,screenplay,N,0.1
4674,37,1992,Fannie Flagg,screenplay,N,0.1
4675,38,1992,Oliver Stone,screenplay,N,0.1
4676,39,1992,Pat Conroy,screenplay,N,0.1
4718,0,1993,Clint Eastwood,picture,W,5.0
4719,1,1993,Stephen Woolley,picture,N,0.2
4720,2,1993,David Brown,picture,N,0.2
4721,3,1993,Ismail Merchant,picture,N,0.2
4722,4,1993,Martin Brest,picture,N,0.2
4723,5,1993,Clint Eastwood,director,W,5.0
4724,6,1993,Neil Jordan,director,N,0.2
4725,7,1993,James Ivory,director,N,0.2
4726,8,1993,Robert Altman,director,N,0.2
4727,9,1993,Martin Brest,director,N,0.2
4738,20,1993,Gene Hackman,s_actor,W,5.0
4739,21,1993,Jaye Davidson,s_actor,N,0.2
4740,22,1993,Jack Nicholson,s_actor,N,0.2
4741,23,1993,Al Pacino,s_actor,N,0.2
4742,24,1993,David Paymer,s_actor,N,0.2
4743,25,1993,Marisa Tomei,s_actress,W,5.0
4744,26,1993,Judy Davis,s_actress,N,0.2
4745,27,1993,Joan Plowright,s_actress,N,0.2
4746,28,1993,Vanessa Redgrave,s_actress,N,0.2
4747,29,1993,Miranda Richardson,s_actress,N,0.2
4728,10,1993,Al Pacino,actor,W,5.0
4729,11,1993,Robert Downey Jr.,actor,N,0.2
4730,12,1993,Clint Eastwood,actor,N,0.2
4731,13,1993,Stephen Rea,actor,N,0.2
4732,14,1993,Denzel Washington,actor,N,0.2
4733,15,1993,Emma Thompson,actress,W,5.0
4734,16,1993,Catherine Deneuve,actress,N,0.2
4735,17,1993,Mary McDonnell,actress,N,0.2
4736,18,1993,Michelle Pfeiffer,actress,N,0.2
4737,19,1993,Susan Sarandon,actress,N,0.2
4748,30,1993,Neil Jordan,screenplay,W,5.0
4749,31,1993,Woody Allen,screenplay,N,0.1
4750,32,1993,George Miller,screenplay,N,0.1
4751,33,1993,John Sayles,screenplay,N,0.1
4752,34,1993,David Webb Peoples,screenplay,N,0.1
4753,35,1993,Ruth Prawer Jhabvala,screenplay,W,5.0
4754,36,1993,Peter Barnes,screenplay,N,0.1
4755,37,1993,Michael Tolkin,screenplay,N,0.1
4756,38,1993,Richard Friedenberg,screenplay,N,0.1
4757,39,1993,Bo Goldman,screenplay,N,0.1
4799,0,1994,Steven Spielberg,picture,W,5.0
4800,1,1994,Arnold Kopelson,picture,N,0.2
4801,2,1994,Jim Sheridan,picture,N,0.2
4802,3,1994,Jan Chapman,picture,N,0.2
4803,4,1994,John Calley,picture,N,0.2
4804,5,1994,Steven Spielberg,director,W,5.0
4805,6,1994,Jim Sheridan,director,N,0.2
4806,7,1994,Jane Campion,director,N,0.2
4807,8,1994,James Ivory,director,N,0.2
4808,9,1994,Robert Altman,director,N,0.2
4819,20,1994,Tommy Lee Jones,s_actor,W,5.0
4820,21,1994,Leonardo DiCaprio,s_actor,N,0.2
4821,22,1994,Ralph Fiennes,s_actor,N,0.2
4822,23,1994,John Malkovich,s_actor,N,0.2
4823,24,1994,Pete Postlethwaite,s_actor,N,0.2
4824,25,1994,Anna Paquin,s_actress,W,5.0
4825,26,1994,Holly Hunter,s_actress,N,0.2
4826,27,1994,Rosie Perez,s_actress,N,0.2
4827,28,1994,Winona Ryder,s_actress,N,0.2
4828,29,1994,Emma Thompson,s_actress,N,0.2
4809,10,1994,Tom Hanks,actor,W,5.0
4810,11,1994,Daniel Day-Lewis,actor,N,0.2
4811,12,1994,Laurence Fishburne,actor,N,0.2
4812,13,1994,Anthony Hopkins,actor,N,0.2
4813,14,1994,Liam Neeson,actor,N,0.2
4814,15,1994,Holly Hunter,actress,W,5.0
4815,16,1994,Angela Bassett,actress,N,0.2
4816,17,1994,Stockard Channing,actress,N,0.2
4817,18,1994,Emma Thompson,actress,N,0.2
4818,19,1994,Debra Winger,actress,N,0.2
4829,30,1994,Jane Campion,screenplay,W,5.0
4830,31,1994,Gary Ross,screenplay,N,0.1
4831,32,1994,Jeff Maguire,screenplay,N,0.1
4832,33,1994,Ron Nyswaner,screenplay,N,0.1
4833,34,1994,Nora Ephron,screenplay,N,0.1
4834,35,1994,Steven Zaillian,screenplay,W,5.0
4835,36,1994,Martin Scorsese,screenplay,N,0.1
4836,37,1994,Jim Sheridan,screenplay,N,0.1
4837,38,1994,Ruth Prawer Jhabvala,screenplay,N,0.1
4838,39,1994,William Nicholson,screenplay,N,0.1
4880,0,1995,Wendy Finerman,picture,W,5.0
4881,1,1995,Duncan Kenworthy,picture,N,0.2
4882,2,1995,Lawrence Bender,picture,N,0.2
4883,3,1995,Robert Redford,picture,N,0.2
4884,4,1995,Niki Marvin,picture,N,0.2
4885,5,1995,Robert Zemeckis,director,W,5.0
4886,6,1995,Woody Allen,director,N,0.2
4887,7,1995,Quentin Tarantino,director,N,0.2
4888,8,1995,Robert Redford,director,N,0.2
4889,9,1995,Krzysztof Kieślowski,director,N,0.2
4900,20,1995,Martin Landau,s_actor,W,5.0
4901,21,1995,Samuel L. Jackson,s_actor,N,0.2
4902,22,1995,Chazz Palminteri,s_actor,N,0.2
4903,23,1995,Paul Scofield,s_actor,N,0.2
4904,24,1995,Gary Sinise,s_actor,N,0.2
4905,25,1995,Dianne Wiest,s_actress,W,5.0
4906,26,1995,Rosemary Harris,s_actress,N,0.2
4907,27,1995,Helen Mirren,s_actress,N,0.2
4908,28,1995,Uma Thurman,s_actress,N,0.2
4909,29,1995,Jennifer Tilly,s_actress,N,0.2
4890,10,1995,Tom Hanks,actor,W,5.0
4891,11,1995,Morgan Freeman,actor,N,0.2
4892,12,1995,Nigel Hawthorne,actor,N,0.2
4893,13,1995,Paul Newman,actor,N,0.2
4894,14,1995,John Travolta,actor,N,0.2
4895,15,1995,Jessica Lange,actress,W,5.0
4896,16,1995,Jodie Foster,actress,N,0.2
4897,17,1995,Miranda Richardson,actress,N,0.2
4898,18,1995,Winona Ryder,actress,N,0.2
4899,19,1995,Susan Sarandon,actress,N,0.2
4910,30,1995,Quentin Tarantino,screenplay,W,5.0
4911,31,1995,Woody Allen,screenplay,N,0.1
4912,32,1995,Richard Curtis,screenplay,N,0.1
4913,33,1995,Peter Jackson,screenplay,N,0.1
4914,34,1995,Krzysztof Kieślowski,screenplay,N,0.1
4915,35,1995,Eric Roth,screenplay,W,5.0
4916,36,1995,Alan Bennett,screenplay,N,0.1
4917,37,1995,Robert Benton,screenplay,N,0.1
4918,38,1995,Paul Attanasio,screenplay,N,0.1
4919,39,1995,Frank Darabont,screenplay,N,0.1
4961,0,1996,Mel Gibson,picture,W,5.0
4962,1,1996,Brian Grazer,picture,N,0.2
4963,2,1996,George Miller,picture,N,0.2
4964,3,1996,Mario Cecchi Gori,picture,N,0.2
4965,4,1996,Lindsay Doran,picture,N,0.2
4966,5,1996,Mel Gibson,director,W,5.0
4967,6,1996,Chris Noonan,director,N,0.2
4968,7,1996,Tim Robbins,director,N,0.2
4969,8,1996,Mike Figgis,director,N,0.2
4970,9,1996,Michael Radford,director,N,0.2
4981,20,1996,Kevin Spacey,s_actor,W,5.0
4982,21,1996,James Cromwell,s_actor,N,0.2
4983,22,1996,Ed Harris,s_actor,N,0.2
4984,23,1996,Brad Pitt,s_actor,N,0.2
4985,24,1996,Tim Roth,s_actor,N,0.2
4986,25,1996,Mira Sorvino,s_actress,W,5.0
4987,26,1996,Joan Allen,s_actress,N,0.2
4988,27,1996,Kathleen Quinlan,s_actress,N,0.2
4989,28,1996,Mare Winningham,s_actress,N,0.2
4990,29,1996,Kate Winslet,s_actress,N,0.2
4971,10,1996,Nicolas Cage,actor,W,5.0
4972,11,1996,Richard Dreyfuss,actor,N,0.2
4973,12,1996,Anthony Hopkins,actor,N,0.2
4974,13,1996,Sean Penn,actor,N,0.2
4975,14,1996,Massimo Troisi,actor,N,0.2
4976,15,1996,Susan Sarandon,actress,W,5.0
4977,16,1996,Elisabeth Shue,actress,N,0.2
4978,17,1996,Sharon Stone,actress,N,0.2
